"BUSINESS DATE","BRANCH CODE","BRANCH NAME","REGION","DISTRICT","SAVING DEPOSIT","DEMAND DEPOSIT","TIME DEPOSIT","TOTAL CONVENTIONAL","WADIAH DEPOSIT","AMANAH DEPOSIT","MUDARABAH SAVING DEPOSIT","MUDARABAH TERM DEPOSIT","TOTAL IFB","TOTAL DEPOSIT","TOTAL IFB","TOTAL DEPOSIT",
"6/30/2024 12:00:00 AM","ET0010100","Koladiba","Amhara Bank Northern Region","GONDER DISTRICT","33,709,137","2,672,711","0","36,381,848","447,385","93","0","0","447,477.71","36,829,325.75","447,478","36,829,326",
"6/30/2024 12:00:00 AM","ET0010101","Mersa","Amhara Bank Northern Region","DESSIE DISTRICT","44,378,434","4,931,854","7,000,000","56,310,287","4,524,099","0","0","0","4,524,099.16","60,834,386.55","4,524,099","60,834,387",
"6/30/2024 12:00:00 AM","ET0010102","Nifas Mewcha","Amhara Bank Northern Region","GONDER DISTRICT","24,513,499","2,803,839","0","27,317,337","100,935","940","0","0","101,874.67","27,419,212.08","101,875","27,419,212",
"6/30/2024 12:00:00 AM","ET0010103","Sabyan","AMHARA BANK SOUTH EAST","ADAMA DISTRICT","67,150,996","1,591,874","0","68,742,869","786,464","518,386","0","0","1,304,850.02","70,047,719.14","1,304,850","70,047,719",
"6/30/2024 12:00:00 AM","ET0010104","Semera","Amhara Bank Northern Region","DESSIE DISTRICT","8,638,264","0","0","8,638,264","956,119","1,335,042","0","0","2,291,160.86","10,929,424.94","2,291,161","10,929,425",
"6/30/2024 12:00:00 AM","ET0010105","Shahura","Amhara Bank Northern Region","GONDER DISTRICT","45,311,711","2,713,161","0","48,024,873","132,907","0","0","0","132,907.36","48,157,779.91","132,907","48,157,780",
"6/30/2024 12:00:00 AM","ET0010106","Tana","Amhara Bank Northern Region","BAHIR DAR DISTRICT","117,155,441","6,744,848","11,923,000","135,823,289","1,297,374","190,683","0","0","1,488,057.30","137,311,346.19","1,488,057","137,311,346",
"6/30/2024 12:00:00 AM","ET0010107","Teklehaimanot","Amhara Bank South West","SOUTH WEST DISTRICT","33,943,407","11,581,246","0","45,524,653","441,878","60,479","0","0","502,356.79","46,027,009.78","502,357","46,027,010",
"6/30/2024 12:00:00 AM","ET0010108","Tulu Dimtu","Amhara Bank South West","SOUTH WEST DISTRICT","73,972,407","2,538,707","3,900,000","80,411,114","261,340","0","0","0","261,339.89","80,672,454.21","261,340","80,672,454",
"6/30/2024 12:00:00 AM","ET0010109","Weyzero Siheen","Amhara Bank Northern Region","DESSIE DISTRICT","37,213,544","28,301,198","0","65,514,742","477,477","0","0","0","477,476.57","65,992,218.59","477,477","65,992,219",
"6/30/2024 12:00:00 AM","ET0010110","Wolaita Sodo","Amhara Bank South West","SOUTH WEST DISTRICT","31,078,012","392,220","0","31,470,232","596,593","0","0","0","596,592.79","32,066,824.82","596,593","32,066,825",
"6/30/2024 12:00:00 AM","ET0010111","Woreta","Amhara Bank Northern Region","GONDER DISTRICT","94,906,521","5,715,935","0","100,622,456","1,842,372","10,951","0","0","1,853,323.36","102,475,779.21","1,853,323","102,475,779",
"6/30/2024 12:00:00 AM","ET0010112","Yeka Abado","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","106,090,852","418,216","0","106,509,067","793,418","0","0","0","793,417.96","107,302,485.36","793,418","107,302,485",
"6/30/2024 12:00:00 AM","ET0010113","Debresina","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","37,655,699","3,030,100","0","40,685,799","23,859","0","0","0","23,859.38","40,709,658.45","23,859","40,709,658",
"6/30/2024 12:00:00 AM","ET0010114","CMC","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","54,229,821","4,996,324","0","59,226,146","54,603","0","0","0","54,603.16","59,280,748.93","54,603","59,280,749",
"6/30/2024 12:00:00 AM","ET0010115","Meri","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","56,873,901","1,778,392","4,000,000","62,652,293","74,884","1,325","0","0","76,208.65","62,728,502.14","76,209","62,728,502",
"6/30/2024 12:00:00 AM","ET0010116","Olympia","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","199,613,868","23,797,322","10,000,000","233,411,189","256,720","833,268","0","0","1,089,987.80","234,501,177.09","1,089,988","234,501,177",
"6/30/2024 12:00:00 AM","ET0010117","Semen Hotel","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","84,521,631","195,442","3,500,000","88,217,074","120,418","0","0","0","120,417.50","88,337,491.04","120,418","88,337,491",
"6/30/2024 12:00:00 AM","ET0010118","Legetafo","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","51,815,663","991,656","2,000,000","54,807,319","439,660","0","0","0","439,660.35","55,246,979.25","439,660","55,246,979",
